0,label
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",211
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 52, 0]",221
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 60, 0]",121
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 52, 0]",210
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
"[1, 60, 0]",110
